Id,Name,Published,Isfeatured,Shortdescription,Description,Datesalepricestarts,Datesalepriceends,TaxClass,Instock,Stock,Lowstockamount,Allowcustomerreviews,SalePrice,Regularprice,CostPrice,Margin,Categories,product_image
201874,Drumsticks Leaves (Munagaku Bunch) (~250G),1,0,,,,,20.01,1,2,,1,1.5,2.99,0.99,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201875,Curry Leaves (Karipatta / Karivepaku) 1pc,1,0,,,,,20.01,1,,,1,1.5,0.99,0.55,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201876,Methi Bunch (Fenugreek Leaves) 1Pc,1,0,,,,,20.01,1,,,1,1.5,0.99,0.65,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201877,Mint Bunch (Pudina) 1Pc,1,0,,,,,20.01,1,,,1,1.5,0.99,0.65,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201878,Coriander (Dhaniya Patta / Kottimeera) 1pc,1,0,,,,,20.01,1,,,1,1.5,0.99,0.5,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201879,Methi Bunch (Fenugreek Leaves) 2Pc,1,0,,,,,20.01,1,,,1,1.5,1.75,1.2,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201880,Coriander (Dhaniya Patta / Kottimeera) 2pc,1,0,,,,,20.01,1,,,1,1.5,1.75,1.2,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201881,Mint Bunch (Pudina) 2Pc,1,0,,,,,20.01,1,,,1,1.5,1.75,1.2,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201882,Curry Leaves (Karipatta / Karivepaku) 2pc,1,0,,,,,20.01,1,,,1,1.5,1.75,1.2,,"Spices > Herbs, Fruits & Veggies > Leafy Vegetables",
201883,Ee Saffron 1G,1,0,,,,,20.01,1,4,2,1,1.5,2.25,1.64,,"Spices > Herbs, Spices > Whole Spices",
201884,Hz Mayonnaise Topdown 220Ml,1,0,,,,,20.01,1,10,2,1,1.5,3.99,2.7,,Spices > Pastes & Sauces,
201885,Sultan Ginger Garlic Paste 1Kg,1,0,,,,,20.01,1,5,2,1,1.5,2.99,2.05,,Spices > Pastes & Sauces,
201886,Sultan Ginger Paste 1Kg,1,0,,,,,20.01,1,4,2,1,1.5,2.99,2.05,,Spices > Pastes & Sauces,
201887,Amoy Dark Soy Sauce 250Ml,1,0,,,,,20.01,1,5,2,1,1.5,2.59,1.8,,Spices > Pastes & Sauces,
201888,Maggi Hot & Sweet Sauce 400G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.54833,,Spices > Pastes & Sauces,
201889,Maggi Masala Chilli Sauce 400G,1,0,,,,,20.01,1,3,2,1,1.5,2.49,1.54833,,Spices > Pastes & Sauces,
201890,Maggi Tamarind Sauce 425G,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.7,,Spices > Pastes & Sauces,
201891,Maggi Chilli Sauce 310G,1,0,,,,,20.01,1,5,2,1,1.5,2.25,1.54833,,Spices > Pastes & Sauces,
201892,Maggi Extra Hot Chilli Sauce 320G,1,0,,,,,20.01,1,5,2,1,1.5,2.25,1.54833,,Spices > Pastes & Sauces,
201893,Amoy Light Soy Sauce 150Ml,1,0,,,,,20.01,1,3,2,1,1.5,1.99,1.34,,Spices > Pastes & Sauces,
201894,Bens Original Med Curry Sauce 450G,1,0,,,,,20.01,1,5,2,1,1.5,1.89,1.34166,,Spices > Pastes & Sauces,
201895,Sultan Samosa Chutney,1,0,,,,,20.01,1,5,2,1,1.5,1.85,1.275,,Spices > Pastes & Sauces,
201896,Sultan Garlic Paste 300G,1,0,,,,,20.01,1,5,2,1,1.5,1.75,1.19166,,Spices > Pastes & Sauces,
201897,Sultan Ginger Paste 300G,1,0,,,,,20.01,1,5,2,1,1.5,1.75,1.115,,Spices > Pastes & Sauces,
201898,Laila Mango Chutney 300G,1,0,,,,,20.01,1,5,2,1,1.5,1.69,0.96,,Spices > Pastes & Sauces,
201899,Shan Ginger Paste 310G,1,0,,,,,20.01,1,5,2,1,1.5,1.59,1.17,,Spices > Pastes & Sauces,
201900,Chings Red Chilli Sauce 200G,1,0,,,,,20.01,0,0,2,1,1.5,1.5,0.78,,Spices > Pastes & Sauces,
201901,Laila Bom Coriander & Mint Sauce 210G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Spices > Pastes & Sauces,
201902,Birds Original Custard Powder 250G,1,0,,,,,20.01,1,3,2,1,1.5,1.45,0.98166,,Spices > Pastes & Sauces,
201903,Shan Ginger+Garlic Paste 310G,1,0,,,,,20.01,0,0,2,1,1.5,1.45,1.12,,Spices > Pastes & Sauces,
201904,Encona Sweet Mango Chilli Sauce 142Ml,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.89166,,Spices > Pastes & Sauces,
201905,Laila Punjabi Mango Pickle 250G,1,0,,,,,20.01,1,5,2,1,1.5,1.25,0.83,,Spices > Pastes & Sauces,
201906,TRS Ginger Paste 300gm,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Spices > Pastes & Sauces,
201907,Village Dry Coconut Cups ~250G,1,0,,,,,20.01,1,9,2,1,1.5,2.49,1.79,,Spices > Whole Spices,
201908,Shivi Dry Coconut Cups ~100G,1,0,,,,,20.01,1,9,2,1,1.5,1.35,0.9,,Spices > Whole Spices,
201909,Village Chilli Powder 1Kg,1,0,,,,,20.01,1,3,2,1,1.5,6.49,4.99,,Spices > Whole Spices,
201910,Village Green Cardamom (Elachi) 100G,1,0,,,,,20.01,1,8,2,1,1.5,4.99,3.2,,Spices > Whole Spices,
201911,Kalonji Seeds 250G,1,0,,,,,20.01,1,2,2,1,1.5,3.99,1.19,,Spices > Whole Spices,
201912,Village Black Cardamom (Elachi) 100G,1,0,,,,,20.01,1,3,2,1,1.5,3.99,1.55,,Spices > Whole Spices,
201913,Village Nutmeg (Jajikayalu) 100G,1,0,,,,,20.01,1,5,2,1,1.5,3.49,2.25,,Spices > Whole Spices,
201914,Agririch Cloves (Lavangalu) 250G,1,0,,,,,20.01,1,220,2,1,1.5,3.49,2.41,,Spices > Whole Spices,
201915,Sultan Cloves (Lavangalu) 200G,1,0,,,,,20.01,1,7,2,1,1.5,2.99,2.14,,Spices > Whole Spices,
201916,Village Methi Seeds 500G,1,0,,,,,20.01,1,4,2,1,1.5,2.49,0.95,,Spices > Whole Spices,
201917,Village Red Chilli Whole 250G,1,0,,,,,20.01,0,0,2,1,1.5,2.99,1.59,,Spices > Whole Spices,
201918,Agririch Cumin Seeds Regular (Jeera) 500G,1,0,,,,,20.01,1,293,2,1,1.5,4.99,1.88,,Spices > Whole Spices,
201919,Agririch Coriander Seeds (Dhaniya) 500G,1,0,,,,,20.01,1,312,2,1,1.5,2.99,1.32,,Spices > Whole Spices,
201920,Agririch Tamarind Slab Pack 500G,1,0,,,,,20.01,1,79,2,1,1.5,2.49,1.27,,Spices > Whole Spices,
201921,Shakti Tamarind Cake 500G,1,0,,,,,20.01,1,202,2,1,1.5,2.49,1.48,,Spices > Whole Spices,
201922,Sultan Ajwain Seeds (Vamu) 300G,1,0,,,,,20.01,1,9,2,1,1.5,2.49,1.78,,Spices > Whole Spices,
201923,Village Mustard Seeds 500G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.1,,Spices > Whole Spices,
201924,Village Tamarind 500G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,0.99,,Spices > Whole Spices,
201925,Agririch Cardamom (Elachi  7.5mm) 50G,1,0,,,,,20.01,1,405,2,1,1.5,1.99,0.77,,Spices > Whole Spices,
201926,Agririch Mace (Japathri) 50G,1,0,,,,,20.01,1,124,2,1,1.5,1.99,1.23,,Spices > Whole Spices,
201927,Agririch Nutmeg (Jajikayalu) 50G,1,0,,,,,20.01,1,91,2,1,1.5,1.99,1.04,,Spices > Whole Spices,
201928,Agririch Star Anise (Anasapuvvu) 100G,1,0,,,,,20.01,1,155,2,1,1.5,1.99,1.04,,Spices > Whole Spices,
201929,Gf Flax Seeds 100G,1,0,,,,,20.01,1,2,2,1,1.5,1.99,1.14,,Spices > Whole Spices,
201930,Natco Sweet Fennel Seeds 300G,1,0,,,,,20.01,1,3,2,1,1.5,1.99,1.125,,Spices > Whole Spices,
201931,Village Cloves (Lavangalu) 100G,1,0,,,,,20.01,1,10,2,1,1.5,1.99,1.2,,Spices > Whole Spices,
201932,Village White Pepper 100G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.25,,Spices > Whole Spices,
201933,Village Star Anise (Anasapuvvu) 50G,1,0,,,,,20.01,1,4,2,1,1.5,1.69,0.83,,Spices > Whole Spices,
201934,Agririch Cumin Seeds (Jeera) 250G,1,0,,,,,20.01,1,141,2,1,1.5,2.99,1.09,,Spices > Whole Spices,
201935,Shivi Red Chilli Round (Gundu) 150G,1,0,,,,,20.01,1,7,2,1,1.5,1.49,0.6,,Spices > Whole Spices,
201936,TRS Black Pepper Whole 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.83,,Spices > Whole Spices,
201937,Village Bay Leaves 100G,1,0,,,,,20.01,1,4,2,1,1.5,1.99,0.89,,Spices > Whole Spices,
201938,Village Cinnamon Sticks (Dalchina Chekka) 100G,0,0,,,,,20.01,1,10,2,1,1.5,1.49,0.75,,Spices > Whole Spices,
201939,Village Poppy Seeds 100G,1,0,,,,,20.01,1,24,2,1,1.5,1.49,0.65,,Spices > Whole Spices,
201940,Wp Kalonji Seeds 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.74,,Spices > Whole Spices,
201941,TRS Cloves Whole 50G,1,0,,,,,20.01,1,4,2,1,1.5,1.39,0.79,,Spices > Whole Spices,
201942,Brahmins Methi Seeds (Menthulu) 200G,0,0,,,,,20.01,0,0,2,1,1.5,1.29,0.92,,Spices > Whole Spices,
201943,TRS Dalchini Whole 50G,1,0,,,,,20.01,1,2,2,1,1.5,1.29,0.35,,Spices > Whole Spices,
201944,TRS Poppy Seeds 250G,1,0,,,,,20.01,1,4,2,1,1.5,2.79,1.99,,Spices > Whole Spices,
201945,Village Shahi Jeera 100G,1,0,,,,,20.01,1,6,2,1,1.5,1.29,0.85,,Spices > Whole Spices,
201946,Agririch Fennel Seeds (Sounf) 250G,1,0,,,,,20.01,1,229,2,1,1.5,1.25,0.7,,Spices > Whole Spices,
201947,Agririch Methi Seeds (Menthulu) 250G,1,0,,,,,20.01,1,255,2,1,1.5,1.25,0.46,,Spices > Whole Spices,
201948,Agririch Mustard Seeds Small (Avalu) 250G,1,0,,,,,20.01,1,430,2,1,1.5,1.25,0.47,,Spices > Whole Spices,
201949,Agririch Basil Seeds (Sabja) 100G,1,0,,,,,20.01,1,151,2,1,1.5,0.99,0.46,,Spices > Whole Spices,
201950,Agririch Cinnamon Sticks (Dalchina Chekka) 100G,1,0,,,,,20.01,1,152,2,1,1.5,0.99,0.48,,Spices > Whole Spices,
201951,Agririch Kapok Buds (Marati Mogga) 50G,0,0,,,,,20.01,0,,2,1,1.5,0.99,0.21,,Spices > Whole Spices,
201952,Agririch Mustard Seeds Big (Avalu) 250G,1,0,,,,,20.01,1,148,2,1,1.5,0.99,0.47,,Spices > Whole Spices,
201953,Village / Desi S-Mart Bay Leaves 50G,1,0,,,,,20.01,1,4,2,1,1.5,0.99,0.39,,Spices > Whole Spices,
201954,Village Ajwain Seeds (Vamu) 100G,1,0,,,,,20.01,1,15,2,1,1.5,0.99,0.62,,Spices > Whole Spices,
201955,Village Black Pepper 100G,1,0,,,,,20.01,1,4,2,1,1.5,0.99,0.55,,Spices > Whole Spices,
201956,Village Fennel Seeds (Sounf) 100G,1,0,,,,,20.01,1,9,2,1,1.5,0.99,0.41,,Spices > Whole Spices,
201957,TRS Ajwain 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.95,0.52,,Spices > Whole Spices,
201958,Agririch Ajwain (Vamu) 100G,0,0,,,,,20.01,0,0,2,1,1.5,0.89,0.29,,Spices > Whole Spices,
201959,East End Tamarind Soft 200G,1,0,,,,,20.01,1,42,2,1,1.5,0.65,0.39,,Spices > Whole Spices,
201960,Greenfields Saffron 0.6g,1,0,,,,,20.01,1,4,2,1,1.5,2.25,1.62375,,Spices > Whole Spices,
201961,Rajah Coriander Seeds 50g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.48,,Spices > Whole Spices,
201962,Shankar Kashmiri Chilli Stemless 100g,1,0,,,,,20.01,1,3,2,1,1.5,1.49,1.15,,Spices > Whole Spices,
201963,East End Green Cardamom 100g,1,0,,,,,20.01,1,6,2,1,1.5,4.75,2.475,,Spices > Whole Spices,
201964,A1 Kasoori Meethi 50g,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.3542,,Spices > Whole Spices,
201965,East End Mix Masala Whole 400g,1,0,,,,,20.01,1,6,2,1,1.5,3.19,2.41,,Spices > Whole Spices,
201966,Aani Bay Leaves 30G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.76,,Spices > Whole Spices,
201967,Shree Krishna Bay Leaves 20g,1,0,,,,,20.01,1,10,2,1,1.5,0.99,0.5,,Spices > Whole Spices,
201968,Shree Krishna Black Pepper Whole 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.79,0.9,,Spices > Whole Spices,
201969,Shree Krishna Black Pepper Whole 400G,1,0,,,,,20.01,1,3,2,1,1.5,4.99,3.5,,Spices > Whole Spices,
201970,Shree Krishna Cinnamon Sticks 50g,1,0,,,,,20.01,1,2,2,1,1.5,1.25,0.6,,Spices > Whole Spices,
201971,Shree Krishna Cloves 50g,1,0,,,,,20.01,1,2,2,1,1.5,1.15,0.7,,Spices > Whole Spices,
201972,Shree Krishna Dry Red Chilli Stemless 500g,1,0,,,,,20.01,0,0,2,1,1.5,5.49,3.5,,Spices > Whole Spices,
201973,Shree Krishna Green Cardamom 50g,1,0,,,,,20.01,1,1,2,1,1.5,1.99,1.15,,Spices > Whole Spices,
201974,Shree Krishna Kala Jeera 100g,1,0,,,,,20.01,1,4,2,1,1.5,1.49,0.7,,Spices > Whole Spices,
201975,Topop Poppy Seeds 100G,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.99,,Spices > Whole Spices,
201976,EE Cumin Black Zip 100g,1,0,,,,,20.01,1,10,2,1,1.5,2.99,2.17,,Spices > Whole Spices,
201977,EE Bay Leaves 40g,1,0,,,,,20.01,1,3,2,1,1.5,0.9,0.63,,Spices > Whole Spices,
201978,EE Cinnamon Sticks 100g,1,0,,,,,20.01,1,6,2,1,1.5,1.35,0.93,,Spices > Whole Spices,
201979,EE Cumin Whole 100g,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.3,,Spices > Whole Spices,
201980,EE Nutmeg Whole 100g,1,0,,,,,20.01,1,10,2,1,1.5,3.49,2.52,,Spices > Whole Spices,
201981,EE exGreen Fennel Seeds 100g,1,0,,,,,20.01,1,12,2,1,1.5,1.29,0.91,,Spices > Whole Spices,
201982,EE Kasoori Methi 100g,1,0,,,,,20.01,1,3,2,1,1.5,0.99,0.56,,Spices > Whole Spices,
201983,Uthara Chilli Stemless  Whole 100G,1,0,,,,,20.01,1,1,2,1,1.5,1.59,1.29,,Spices > Whole Spices,
201984,Uthara Chilli Stemless  Whole 200G,1,0,,,,,20.01,0,0,2,1,1.5,2.99,2.25,,Spices > Whole Spices,
201985,Saras Kalonji Seeds 300G,1,0,,,,,20.01,1,5,2,1,1.5,2.99,1.19,,Spices > Whole Spices,
201986,Uthara Shahi ajwain 200G,1,0,,,,,20.01,1,3,2,1,1.5,2.99,2.199,,Spices > Whole Spices,
201987,Uthara Red Chilli Whole With Stem 100Gm,1,0,,,,,20.01,0,0,2,1,1.5,1.99,1.13,,Spices > Whole Spices,
201988,Saras Saffron 1G,1,0,,,,,20.01,1,4,2,1,1.5,2.25,1.08,,Spices > Whole Spices,
201989,Sk Ajwain (Vamu) 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.5,,Spices > Whole Spices,
201990,Natures Cinnamon Quills 100g,1,0,,,,,20.01,1,5,2,1,1.5,2.99,1.99,,Spices > Whole Spices,
201991,EE Black Cardamom (Elachi) 50g,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.2775,,Spices > Whole Spices,
201992,EE Chilli Powder Extra Hot 400g,1,0,,,,,20.01,1,4,2,1,1.5,2.99,2.34,,Spices > Whole Spices,
201993,EE Poppy Seeds 100g,1,0,,,,,20.01,1,4,2,1,1.5,1.39,0.99,,Spices > Whole Spices,
201994,SK Sweet Fennel Seeds 175G,1,0,,,,,20.01,1,5,2,1,1.5,1.99,1.04,,Spices > Whole Spices,
201995,Village Mace (Japathri) 50g,1,0,,,,,20.01,1,5,2,1,1.5,3.29,2.49,,Spices > Whole Spices,
201996,Village Cardamom Powder (Elachi) 100g,1,0,,,,,20.01,1,5,2,1,1.5,2.99,2.1,,Spices > Whole Spices,
201997,Jaimin Dry Fruit Chikki 100G,1,0,,,,,20.01,0,0,2,1,1.5,1.99,0.92,,Sweets & Savouries,
201998,Agririch Black Raisins (Kismis) 250G,1,0,,,,,20.01,1,70,2,1,1.5,1.49,1.05,,Sweets & Savouries,
201999,Shivi Peanut Chikki 100G,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.79,,Sweets & Savouries,
202000,Shivi Sesame Chikki 80G,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.75,,Sweets & Savouries,
202001,Agririch Raisins (Kismis) 100G,1,0,,,,,20.01,1,127,2,1,1.5,0.89,0.45,,Sweets & Savouries,
202002,Kailas Chatpati Bhel Chat (Family Pack) 275G,1,0,,,,,20.01,1,10,2,1,1.5,1.99,1.4,,Sweets & Savouries,
202003,Haldiram Soan Papdi 250G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.75,,Sweets & Savouries,
202004,Jaimin Soan Papdi 250G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.46,,Sweets & Savouries,
202005,Regal Fruit Cake Slice 7Pk,1,0,,,,,20.01,0,0,2,1,1.5,1.59,1.2,,Sweets & Savouries,
202006,Chheda'S Kachori 170G,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.85,,Sweets & Savouries,
202007,Chheda'S Mini Bhakarwadi 170G,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.9,,Sweets & Savouries,
202008,Cofresh Bombay Mix Hot 325G,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.75,,Sweets & Savouries,
202009,Cofresh Gujarati Mix 325G,1,0,,,,,20.01,0,0,2,1,1.5,1.49,0.89,,Sweets & Savouries,
202010,Regal Puff Finger 200G,1,0,,,,,20.01,0,0,2,1,1.5,1.45,1.05,,Sweets & Savouries,
202011,Ritz Original 200G,1,0,,,,,20.01,1,5,2,1,1.5,1.39,1.14,,Sweets & Savouries,
202012,Df Choco Fills Luxuria 150G,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.99,,Sweets & Savouries,
202013,Df Choco Meltz Luxuria 150G,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.99,,Sweets & Savouries,
202014,Df Choco Nut Fills 150G,1,0,,,,,20.01,1,8,2,1,1.5,1.29,0.99,,Sweets & Savouries,
202015,Tago Wafer Cocoa Crm 150G,1,0,,,,,20.01,1,5,2,1,1.5,1.19,0.77,,Sweets & Savouries,
202016,Oreo Snack Pack 66G,1,0,,,,,20.01,1,3,2,1,1.5,0.69,0.47,,Sweets & Savouries,
202017,Cadbury Wispa Stickpack 27G,1,0,,,,,20.01,1,5,2,1,1.5,0.49,0.29,,Sweets & Savouries,
202018,Jacks Sltd Cashew Nuts 45G,1,0,,,,,20.01,0,0,2,1,1.5,1,0.7,,Sweets & Savouries,
202019,Kp Dry Roasted Peanuts 65G,1,0,,,,,20.01,1,5,2,1,1.5,1,0.9261,,Sweets & Savouries,
202020,Kp Original Salted Peanuts 65G,1,0,,,,,20.01,1,5,2,1,1.5,1,0.9261,,Sweets & Savouries,
202021,Kp Salt & Vinegar Peanuts 65G,1,0,,,,,20.01,1,5,2,1,1.5,1,0.9261,,Sweets & Savouries,
202022,Cofresh Khatta Meetha 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.87375,,Sweets & Savouries,
202023,Cofresh Green Peas Spicy 200g,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.56125,,Sweets & Savouries,
202024,Bikano Boondi Laddu 400g,1,0,,,,,20.01,1,4,2,1,1.5,3.99,2.83,,Sweets & Savouries,
202025,Bikano Kaju Dhoda Burfi 400g,1,0,,,,,20.01,1,5,2,1,1.5,3.99,2.83,,Sweets & Savouries,
202026,Bikano Panjeeri Laddu 400g,1,0,,,,,20.01,1,5,2,1,1.5,3.99,2.83,,Sweets & Savouries,
202027,Bikano Soan Papdi 250g,1,0,,,,,20.01,1,5,2,1,1.5,2.99,2,,Sweets & Savouries,
202028,Bikano Kurkuri Bhujia 200g,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.6,,Sweets & Savouries,
202029,Bikano Natkhat Nimbu 200g,1,0,,,,,20.01,1,1,2,1,1.5,0.99,0.6,,Sweets & Savouries,
202030,Bikano Khatta Meetha 200g,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.6,,Sweets & Savouries,
202031,Bikano Lalawab Mixture 200g,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.6,,Sweets & Savouries,
202032,CMF Calcutta Mitha Pan 90gm (15Units),1,0,,,,,20.01,0,0,2,1,1.5,4.99,3.5,,Sweets & Savouries,
202033,CMF Royal Maghai Pan 90gm (15 Units),1,0,,,,,20.01,1,2,2,1,1.5,4.99,3.5,,Sweets & Savouries,
202034,Jabsons Till (Sesame) Laddu 210G,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.65,,Sweets & Savouries,
202035,Haldirams Dry Petha 400gm,1,0,,,,,20.01,0,0,2,1,1.5,3.49,2.748,,Sweets & Savouries,
202036,Grand Sweets Athirasam (Ariselu) 225g,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.6,,Sweets & Savouries,
202037,Grand Sweet's Chegodi 200g,1,0,,,,,20.01,0,0,2,1,1.5,2.49,1.69,,Sweets & Savouries,
202038,Bello Artizano Wafer chocolate 100g,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.39,,Sweets & Savouries,
202039,Bello Artizano Wafer Strawberry 100g,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.39,,Sweets & Savouries,
202040,Bikano Chana Masala 200g,1,0,,,,,20.01,0,0,2,1,1.5,0.99,0.65,,Sweets & Savouries,
202041,Bikano Bikaneri Bhujia 200g,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.65,,Sweets & Savouries,
202042,Haldiram Soan Papdi 500g,1,0,,,,,20.01,1,3,2,1,1.5,4.99,2.99,,Sweets & Savouries,
202043,Haldirams Aloo Bhujia 200G,1,0,,,,,20.01,1,3,2,1,1.5,1.5,0.94,,Sweets & Savouries,
202044,Haldirams Boondi Plain 200G,1,0,,,,,20.01,1,3,2,1,1.5,1.49,0.94,,Sweets & Savouries,
202045,Haldirams Gulab Jamun Tin 1Kg,1,0,,,,,20.01,1,3,2,1,1.5,6.49,3.99,,Sweets & Savouries,
202046,Haldirams Rasgulla Tins 1Kg,1,0,,,,,20.01,1,5,2,1,1.5,5.99,3.99,,Sweets & Savouries,
202047,Haldirams Rasmalai Tins 1Kg,1,0,,,,,20.01,1,3,2,1,1.5,5.99,3.99,,Sweets & Savouries,
202048,Jaimin Imli Pani 500Ml,1,0,,,,,20.01,1,3,2,1,1.5,2.99,1.79,,Sweets & Savouries,
202049,Jaimin Nylon/Thin Sev 200G,1,0,,,,,20.01,1,2,2,1,1.5,1.49,0.91,,Sweets & Savouries,
202050,Jaimin Pani Puri Kit 440G,1,0,,,,,20.01,1,5,2,1,1.5,4.99,2.99,,Sweets & Savouries,
202051,Js Rstd Khari Sing 400g,1,0,,,,,20.01,1,5,2,1,1.5,3.75,1.2,,Sweets & Savouries,
202052,Jbs Peanut Laddu 210g,1,0,,,,,20.01,1,5,2,1,1.5,2.49,1.55,,Sweets & Savouries,
202053,Chhedas Samosa 170g,1,0,,,,,20.01,1,1,2,1,1.5,1.99,0.9,,Sweets & Savouries,
202054,GS Mullu Murukulu 175g,1,0,,,,,20.01,1,5,2,1,1.5,2.29,1.6,,Sweets & Savouries,
202055,Cofresh Balti Mix 200gm,1,0,,,,,20.01,1,4,,1,1.5,1.49,0.62,,Sweets & Savouries,
202056,Topop Alum (Fatakdi) Slab 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.99,0.36,,Sweets & Savouries,
202057,Natco Bhel Puri Kit 500G,1,0,,,,,20.01,1,4,2,1,1.5,3.49,2.5,,Sweets & Savouries,
202058,Saras Bhakri Chly Coriander 180G,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.79,,Sweets & Savouries,
202059,Saras Bhakri Methi 180G,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.79,,Sweets & Savouries,
202060,Rajnigandha Tin,1,0,,,,,20.01,1,5,2,1,1.5,4.49,3.2,,Sweets & Savouries,
202061,Pan Parag 100Gm,1,0,,,,,20.01,1,5,2,1,1.5,4.99,3.2,,Sweets & Savouries,
202062,E/Pop Micro P/Corn Swt&Sltd 80G,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.37,,Sweets & Savouries,
202063,E/Pop Micro P/Corn Swt 100G,1,0,,,,,20.01,1,5,2,1,1.5,0.75,0.37,,Sweets & Savouries,
202064,Saras Pudina Bhel Cup 100G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Sweets & Savouries,
202065,Saras Schezwan Bhel Cup 100G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.83,,Sweets & Savouries,
202066,Haldirams Nuts & Raisins Mixture 200G,1,0,,,,,20.01,0,0,2,1,1.5,1.5,0.99,,Sweets & Savouries,
202067,Haldirams Kaju Mixture 200G,1,0,,,,,20.01,1,4,2,1,1.5,2.09,1.59,,Sweets & Savouries,
202068,Saras Shahi Jeera 50G,1,0,,,,,20.01,1,5,2,1,1.5,1.29,0.59,,Sweets & Savouries,
202069,Haldirams Methai Peda 300Gm,1,0,,,,,20.01,0,0,2,1,1.5,4.99,3.59,,Sweets & Savouries,
202070,Haldirams Kaju Roll 300Gm,1,0,,,,,20.01,0,0,2,1,1.5,5.99,4.49,,Sweets & Savouries,
202071,Saras Diet Chakli 200G,1,0,,,,,20.01,1,5,2,1,1.5,1.49,0.79,,Sweets & Savouries,
202072,Saras Sev Puri Kit 500G,1,0,,,,,20.01,1,5,2,1,1.5,3.29,2.2,,Sweets & Savouries,
202073,Sk Achappam,1,0,,,,,20.01,1,4,2,1,1.5,1.99,1.2,,Sweets & Savouries,
202074,A2B Gulab Jamun Tin 1Kg,1,0,,,,,20.01,1,4,2,1,1.5,4.99,3.25,,Sweets & Savouries,
202075,Kaju Katli  (Kaju Barfi) 250g,1,0,,,,,20.01,0,0,2,1,1.5,4.49,2.99,,Sweets & Savouries,
202076,Besan Laddoo 200g,1,0,,,,,20.01,0,0,2,1,1.5,3.99,2.99,,Sweets & Savouries,
202077,Motichoor Laddoo 200g,1,0,,,,,20.01,1,4,2,1,1.5,3.99,2.99,,Sweets & Savouries,
202078,Malai Mysorepak 200g,1,0,,,,,20.01,1,3,2,1,1.5,3.99,2.99,,Sweets & Savouries,
202079,Kalakhand (Milk Cake) 200g,1,0,,,,,20.01,1,3,2,1,1.5,3.99,2.99,,Sweets & Savouries,
202080,Bikano Chana Dal 200g,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.65,,Sweets & Savouries,
202081,Bikano Dal Moth 200g,1,0,,,,,20.01,1,3,2,1,1.5,1.29,0.65,,Sweets & Savouries,
